cpu_usage_percent,memory_usage_percent,latency_p99_ms,error_rate_percent,requests_per_second,label
21.727514,38.514767,83.45028,1.9075161,70.775215,normal
24.817608,40.097717,53.030437,0.72082406,64.38344,normal
26.15455,40.008938,58.785587,0.575151,63.488678,normal
21.688185,37.72021,70.459854,0.30359778,63.443047,normal
21.520077,41.68733,58.015896,0.934199,57.936275,normal
22.555214,37.85825,77.56642,1.2265942,63.127144,normal
20.721134,39.58266,64.408005,0.8521406,70.895706,normal
20.131002,36.86851,73.70022,0.24764562,65.8765,normal
23.247553,38.797092,79.63815,1.9853783,61.467518,normal
19.478586,41.382732,47.099197,0.7183472,58.20518,normal
21.838713,39.813393,63.709587,0.952601,60.034313,normal
21.498035,44.121742,65.13672,0.82322264,66.16439,normal
23.881052,38.573658,56.45121,0.16743366,61.768402,normal
24.545076,37.402977,74.35354,0.013623127,68.13541,normal
24.487766,37.70086,74.29743,1.4841446,62.812366,normal
24.134937,42.428535,81.52414,0.8727936,59.435764,normal
20.615639,41.779865,73.1255,0.86790764,75.32727,normal
23.198385,37.299824,76.8679,0.08178634,60.24129,normal
22.570189,34.550133,78.16508,0.45127943,66.57303,normal
22.874128,40.75227,68.201164,1.9915805,53.7637,normal
20.668667,38.35383,78.55856,0.1367603,63.76602,normal
21.95573,39.60447,61.764534,0.73687243,66.99842,normal
25.817913,39.206985,82.703674,1.4644706,61.512207,normal
24.559729,37.87707,72.47864,0.69417083,64.063484,normal
21.681025,37.379635,69.84872,1.4044273,66.63741,normal
25.24201,42.022354,58.2653,0.7814605,64.70144,normal
22.71088,40.014675,58.30558,1.7086335,69.940025,normal
22.654835,37.953194,56.282932,1.5046782,70.624214,normal
19.846277,39.44893,67.3788,1.1066982,69.309074,normal
22.439009,39.934223,63.23864,1.9436288,69.95593,normal
23.107117,40.52197,64.95139,1.9393728,68.24412,normal
20.930277,39.942993,63.760616,1.250753,65.62015,normal
17.133644,39.33652,75.42843,0.24872737,75.81289,normal
22.656208,41.93995,48.64429,0.43203768,66.466484,normal
18.16336,41.53833,48.704548,1.3628306,57.744396,normal
24.631804,40.70225,77.44537,1.3332702,65.97386,normal
19.9195,39.294395,65.97171,1.6003911,67.14564,normal
20.59698,35.751766,61.66973,0.25742096,62.29217,normal
20.89592,38.48753,60.571484,0.14141172,59.4577,normal
21.406832,38.215366,70.58054,0.73265725,59.22657,normal
20.24,39.133575,70.525665,0.47675648,61.018654,normal
23.062592,42.45646,70.869736,1.6093224,61.851078,normal
26.606403,39.160126,68.146614,1.4846406,57.529755,normal
21.999279,41.89191,76.36359,0.19051212,57.329765,normal
26.792374,40.833775,74.25393,0.8872692,62.86572,normal
19.727125,39.281464,67.43851,1.437563,72.932,normal
19.380564,40.784866,73.072,1.9769726,66.378654,normal
25.439655,40.458923,78.770134,1.2772975,58.44748,normal
21.972452,37.692535,43.98151,1.0147055,61.406353,normal
26.120615,39.52336,69.12299,1.7840692,69.31892,normal
27.814098,44.23691,74.0976,0.42422092,60.015984,normal
26.227053,41.766262,75.79513,1.018442,72.42237,normal
21.810587,43.182323,70.805565,0.27209836,61.132465,normal
21.935123,39.463207,48.016125,1.059751,57.591194,normal
22.556076,39.425514,77.444885,0.07099812,69.10555,normal
19.034666,42.992397,59.820686,0.47202367,65.23779,normal
25.2447,38.33044,64.01638,1.5554497,65.710945,normal
21.90605,39.730915,78.52825,0.5979594,65.97279,normal
21.796885,39.0462,75.02607,0.537279,61.511257,normal
24.836329,38.876263,75.56171,1.205573,66.19625,normal
25.2259,41.28284,55.81483,1.2363838,63.579838,normal
22.689201,40.337498,72.972145,0.58517015,64.91641,normal
18.805916,39.086266,78.506714,1.1930068,62.53101,normal
23.192404,39.974335,60.03246,1.0059615,63.714184,normal
22.808884,39.378067,62.264336,0.77928317,62.16455,normal
21.834366,41.2688,61.158203,0.16291693,63.53081,normal
26.447645,35.024303,71.68375,1.9340206,64.22554,normal
17.295864,37.865223,48.803944,1.4389898,60.274803,normal
18.277887,41.72,44.8085,1.5640975,62.926907,normal
21.200537,40.67913,65.556816,0.19808568,64.75435,normal
20.383482,40.069454,58.652485,0.60693973,67.488686,normal
24.000565,37.562252,85.381935,1.656775,60.309036,normal
23.541878,40.31005,59.237896,0.8980391,66.42616,normal
19.996681,39.06087,65.87531,1.3099034,54.85715,normal
22.24946,39.940548,64.05987,1.0586131,68.38853,normal
22.020884,39.388645,54.550026,1.2961991,55.549896,normal
22.30245,39.51821,71.41485,0.2549051,62.66675,normal
20.130358,37.44537,70.65772,1.8194267,63.749756,normal
23.353436,36.547306,65.204056,1.1015722,67.708984,normal
22.913492,36.83565,79.93895,1.4654115,56.603333,normal
21.243446,41.347336,72.852844,1.1141098,69.94282,normal
17.320028,39.979553,80.91715,1.3873361,61.777863,normal
19.50022,39.578815,59.380848,1.0509672,62.445507,normal
21.900534,39.734295,70.95238,1.4280776,68.6963,normal
22.426144,38.988213,78.036194,0.085461214,67.31886,normal
23.147717,39.571487,68.220345,0.6074513,68.39415,normal
22.075556,37.79642,52.894073,1.7404243,62.12181,normal
18.42048,38.60068,58.324905,1.3035809,64.55695,normal
25.602715,42.675488,64.72797,0.6908874,60.156326,normal
21.7076,40.25306,68.30205,0.5717164,68.2662,normal
23.652489,38.547096,55.219765,0.37691027,68.8273,normal
18.947952,41.424007,53.167015,1.2641661,60.29172,normal
25.262556,39.923317,81.249855,0.0043831626,66.952194,normal
25.036293,42.778004,65.13122,1.4288112,65.2046,normal
14.827184,36.753387,67.11046,0.59795976,63.373104,normal
25.207664,37.196213,66.482315,0.26294476,69.5806,normal
23.918991,37.95651,68.91567,0.018660465,65.19083,normal
24.268137,40.782715,47.559963,0.046507295,69.133644,normal
24.773167,40.407948,48.862362,0.5584684,66.88999,normal
21.655624,39.365044,58.948673,0.059064865,55.263855,normal
23.072395,41.313004,68.0433,0.26764655,65.348885,normal
19.85886,42.991776,74.60829,0.00999897,66.38432,normal
17.48003,39.01992,50.35443,1.5209569,63.153164,normal
24.472656,42.60608,62.273987,0.9618806,69.418205,normal
18.043222,39.683983,62.887547,1.078293,59.769386,normal
20.152483,41.180126,64.25391,1.343883,64.59863,normal
26.030882,37.912445,77.5656,0.36134976,70.84197,normal
20.524323,43.25482,51.591564,1.376813,59.526886,normal
21.49226,36.03653,68.65164,0.558026,61.102615,normal
23.01371,42.86049,65.82374,0.54772145,62.063023,normal
27.76049,41.631428,58.554195,1.723351,64.01423,normal
19.654242,40.62527,69.023445,1.0638672,60.414604,normal
19.667048,37.95422,76.21391,1.3217659,61.05082,normal
16.454159,42.36887,64.77592,1.5912212,63.35022,normal
21.563173,38.54098,44.693405,0.5839919,60.76521,normal
23.101435,37.35821,82.08298,1.281822,58.86392,normal
20.889723,36.227024,58.221943,1.6886114,56.108646,normal
18.25904,35.745403,63.8922,1.7610708,62.641228,normal
12.661806,39.336628,44.5127,0.4185179,61.81764,normal
25.125584,42.606503,75.81802,0.15177843,62.106537,normal
18.836426,39.92249,57.223457,0.13810514,68.78194,normal
19.994133,36.77435,59.908314,0.8762487,71.09374,normal
23.107094,38.74645,60.782154,0.6976964,65.682816,normal
22.274498,41.837303,57.24078,0.7347931,68.80629,normal
24.638578,38.165077,64.70825,1.2516971,68.94172,normal
19.685604,41.318512,67.123314,1.815596,70.29243,normal
23.914545,38.054703,63.2102,1.8585262,59.409462,normal
20.880226,40.291584,71.653496,0.94572437,61.22599,normal
23.312492,42.193775,77.33623,0.39698505,57.30191,normal
21.735712,39.772972,59.197254,0.8689427,66.7092,normal
27.084074,40.255535,54.819828,1.2305428,67.06973,normal
21.23818,38.58829,81.07586,0.89966494,62.49295,normal
21.548136,39.618057,71.48457,0.48042986,66.020386,normal
18.97032,40.770603,45.826878,1.1149857,66.00507,normal
25.500357,38.152767,64.07815,0.43215942,64.17408,normal
24.251738,41.25339,71.90991,0.49699643,72.11456,normal
26.89868,41.399406,68.20585,0.49243408,66.381615,normal
24.129187,39.906883,81.90201,0.37943888,73.58081,normal
22.218222,41.48139,68.10827,1.7174515,58.594715,normal
16.736773,38.651093,66.779564,1.816919,58.450653,normal
22.236137,40.581703,51.212925,0.17950921,58.957077,normal
21.657726,35.16914,77.798805,0.90087694,67.46931,normal
20.960724,43.285023,73.96205,0.47302708,62.490738,normal
18.694952,34.54935,56.474094,1.9444511,66.19102,normal
28.367321,39.575294,60.9077,1.8880315,67.472565,normal
19.788126,41.16122,55.472958,0.81043935,67.45338,normal
19.597572,39.77911,61.23184,1.3615752,62.12239,normal
22.026516,35.63652,70.16565,1.7112335,69.78629,normal
23.873018,40.310318,65.94628,1.811067,63.921925,normal
21.650293,38.013176,71.91288,0.84232074,64.81962,normal
17.192747,38.990524,71.9046,0.44490737,65.202095,normal
17.239996,37.890797,72.41155,0.52790266,63.003277,normal
20.566267,39.38838,59.851467,1.0325269,59.93307,normal
21.316458,37.074078,71.65984,1.6484195,62.465733,normal
22.67101,37.21624,59.577118,0.6070599,72.48525,normal
24.977478,36.423164,44.81153,0.20705667,61.496548,normal
25.99786,36.864883,81.73282,0.059481986,60.16886,normal
19.016935,41.930542,76.05309,1.0210183,61.59222,normal
30.722918,42.38206,58.958443,1.3048089,69.876335,normal
22.788393,39.708164,56.9878,1.2326152,67.61542,normal
24.761787,40.152443,68.78934,1.5678037,64.196396,normal
21.650894,43.26154,47.207287,1.0795634,65.77186,normal
18.013947,38.77875,61.942474,1.2468874,59.552536,normal
24.512045,40.006344,60.238964,0.9048555,64.732544,normal
19.975645,41.96542,64.01946,1.2428029,65.01074,normal
22.910732,38.276997,60.998085,0.686494,69.61076,normal
19.852772,37.830566,49.623577,0.814713,70.222725,normal
18.897522,37.76129,75.83239,0.7881832,59.079803,normal
27.241436,39.666958,68.61238,0.6735486,64.79928,normal
14.930895,38.888027,55.303967,1.1390398,69.49522,normal
24.271833,40.86776,79.04706,1.6500856,62.292793,normal
24.562536,38.17769,77.39854,1.540692,54.330505,normal
19.099024,37.133343,65.87705,0.48185384,63.992783,normal
18.17979,41.698425,62.39226,1.5981454,66.167274,normal
25.424202,39.06606,61.663254,1.5621504,67.52916,normal
23.899387,39.115704,71.0238,1.8340732,57.649166,normal
21.25272,37.858624,80.23257,0.46295568,58.318962,normal
21.590302,39.781593,58.01148,1.3417152,64.77153,normal
27.88463,38.25127,43.76498,0.91881025,58.944374,normal
24.120205,40.609478,67.50799,0.21934536,63.94409,normal
22.913177,38.953995,42.00902,0.9332859,67.987045,normal
21.683798,41.990074,62.388767,0.57425934,59.61741,normal
17.684801,39.40325,72.42469,1.0513029,63.17632,normal
23.607573,38.27725,81.88656,1.949855,63.9556,normal
16.982069,41.196625,38.623714,1.843083,69.130135,normal
19.47806,38.383804,60.422478,0.71682394,59.941216,normal
25.602097,39.898167,50.146683,1.6666018,71.96505,normal
26.311783,42.170277,55.089752,1.5339755,61.635777,normal
17.13046,38.744183,49.353416,0.05319862,63.444244,normal
21.62267,43.369324,74.2544,1.8446721,60.337517,normal
21.59967,38.173645,64.27471,0.34554148,76.35353,normal
18.52227,42.12236,61.179317,0.38073596,65.34093,normal
22.360704,40.879963,79.01726,0.043809902,61.298008,normal
20.74144,37.25718,54.741947,1.6497332,73.41354,normal
22.398214,41.67473,63.894985,0.042916387,60.562912,normal
18.483551,36.502815,64.0241,1.8012425,62.117027,normal
21.888794,40.301342,60.200516,0.11319985,65.6747,normal
25.873186,41.456955,83.84323,0.5288883,60.926147,normal
21.230444,42.04812,71.837494,0.87165326,63.255608,normal
21.964266,36.904724,75.13938,1.8477521,66.615845,normal
22.158003,38.188232,62.542522,0.20807007,61.01964,normal
18.955866,41.490738,75.515625,1.6812251,59.084236,normal
21.862665,39.839386,45.005287,1.0839347,65.86414,normal
20.472013,38.25302,54.74268,1.1947956,67.939766,normal
20.129944,39.64656,66.60461,0.89097804,62.384132,normal
16.453796,40.113953,61.914684,1.9211403,71.23439,normal
14.369197,39.575165,60.361225,0.68454087,61.370502,normal
21.707897,39.549343,61.427002,0.98600477,63.98789,normal
22.92664,40.95716,58.65406,0.9250451,66.911736,normal
25.708214,37.428577,64.48372,1.5685003,58.69212,normal
17.317549,38.155487,52.224632,1.7789248,61.461132,normal
22.68207,40.54892,75.25689,0.97982687,57.47446,normal
17.169416,45.032883,74.18862,0.23725611,65.1016,normal
19.817638,41.604095,71.83414,1.3039399,60.608986,normal
15.508197,41.72579,70.43189,1.3591152,58.404247,normal
18.166895,38.581234,71.47608,0.35013807,64.73398,normal
20.50784,37.366386,75.295815,1.3494294,68.73094,normal
18.387255,38.761234,60.207672,1.7136781,56.511383,normal
22.18939,38.58332,60.666214,0.87578136,64.40103,normal
22.362442,38.98865,64.83496,0.5995529,57.576313,normal
21.179945,40.502563,82.22797,1.3464127,62.24724,normal
17.457794,39.936424,75.065445,0.067444585,64.508286,normal
27.322475,39.89181,71.29015,0.4223049,66.14649,normal
23.299128,39.14259,64.21268,0.25600305,61.634655,normal
19.573435,37.537865,83.13146,1.8360065,65.705696,normal
24.583975,38.40902,72.12807,0.64681345,71.18467,normal
21.958445,41.13365,87.043755,0.5185118,62.60963,normal
18.989475,40.307373,71.126976,1.9748601,61.154667,normal
28.50768,37.177776,67.87816,0.2485754,70.14725,normal
19.869675,40.37722,55.482494,1.6176107,69.93474,normal
18.013199,40.152065,63.881905,1.0771685,66.48239,normal
17.835264,38.13155,55.94665,1.975927,60.615143,normal
19.317204,39.520306,68.50791,1.3271954,56.179302,normal
19.86279,40.351112,60.720715,1.3481225,60.381763,normal
16.04705,39.054558,56.936913,1.9170291,56.264664,normal
22.547083,37.33812,60.578056,0.4146032,61.26243,normal
20.179838,40.46737,53.223034,0.14291131,54.101543,normal
19.676746,40.0907,67.63537,0.7818418,72.30258,normal
26.40178,41.899506,67.712326,0.015765527,68.48017,normal
20.039698,41.390858,81.9707,0.5487035,57.41498,normal
18.858019,40.47499,61.8857,1.8267632,58.139294,normal
23.56697,39.3952,46.257492,1.6171435,67.66224,normal
21.133701,37.225937,69.775314,0.91675323,60.714447,normal
22.108318,40.658234,63.4637,1.5205008,66.75591,normal
19.285555,41.214264,75.4569,0.35949972,65.84105,normal
21.153683,40.637672,55.99193,0.23616251,61.502323,normal
24.548128,41.063564,60.90607,0.29064074,57.256275,normal
22.421938,38.086647,57.72998,1.4522785,54.79493,normal
24.16622,39.99469,57.17598,1.5669357,64.655945,normal
20.530397,38.450623,76.24347,1.096741,59.419605,normal
24.711332,41.046375,70.14414,1.527656,61.32587,normal
17.876799,41.3666,67.13959,1.2225157,60.55281,normal
25.401531,38.341812,70.27782,1.6748377,63.609673,normal
28.098454,39.556202,64.76575,1.6889533,70.33877,normal
17.62331,37.920406,64.78772,1.9329493,64.473816,normal
22.869879,42.71953,60.842007,0.26301545,60.46315,normal
